YEAR,coneduc_trend,confed_trend,conmedic_trend,conarmy_trend,conbus_trend,conclerg_trend,confinan_trend,conjudge_trend,conlabor_trend,conlegis_trend,conpress_trend,consci_trend,contv_trend,pray_trend,attend_trend,reliten_trend,bible_trend,god_trend,happy_trend,life_trend,haprelate_trend,trust_trend,helpful_trend,fair_trend,socrel_trend,socommun_trend,socbar_trend,socfrend_trend,hrs1_trend,satjob_trend,health_trend,educ_trend,conf_trend,conf_gen_trend,conf_gov_trend,conf_media_trend,religiosity_trend,happiness_trend,social_attitude_trend,soc_trend,wlb_trend,qol_trend
1972.0,0.3103407024820426,0.5226206599207606,0.2746498854347318,-0.2820042347898529,0.26972984562141117,0.30280253623771775,0.32388912934556274,0.04482394341281946,0.15388236589983476,0.6122381441773573,0.5406882065362648,-0.04083335121226509,0.383375618767547,-0.00321022108805918,0.2461313332128775,0.07189767000354762,0.1425051617747457,0.1411635559580369,-0.04193211701502857,-0.023733084140619698,0.14708997503139426,0.24620042750732082,-0.03221003807339878,0.1431803296704623,0.07353532845335992,0.314851500625948,0.03715026425756707,-0.02453236667763932,-0.11386462633958384,0.010386458551562578,0.018223654482001226,-0.5377820983455127,0.5009462560810902,0.1924007755627121,0.6626813710575051,0.5551735083414648,0.1689357638907566,0.01903966300484247,0.15398624403841854,0.18194084242750203,0.11131433933746673,-0.1042354420996871
1973.0,0.31034070248204276,0.5226206599207603,0.27464988543473173,-0.28200423478985276,0.269729845621411,0.3028025362377175,0.32388912934556274,0.04482394341281927,0.15388236589983462,0.6122381441773572,0.5406882065362645,-0.04083335121226531,0.3833756187675471,-0.00321022108805918,0.1124403970827617,0.07189767000354762,0.1425051617747457,0.1411635559580369,0.10343524169923382,-0.02373308414061991,0.1470899750313946,0.23347073741554428,-0.0734503580759819,0.06229429174377242,0.07353532845335992,0.314851500625948,0.03715026425756707,-0.02453236667763932,-0.11386462633958382,0.04656642163782663,-0.01888058076899998,-0.4528195266663,0.5009462560810914,0.19240077556271237,0.662681371057505,0.5551735083414652,0.13119866758439858,0.10514558558307818,0.09583209892569373,0.18194084242750205,0.12881419362286056,-0.07545321977738749
1974.0,0.5423260980995206,-0.18828512145464749,0.4255108531743147,-0.0846597253567136,0.22394090226329855,0.5593821884267854,0.32388912934556274,0.1019127920934552,0.21656898784501485,0.3699953889755729,0.5396960253138265,0.14820887334450522,0.5612741803624053,-0.0032102210880591803,0.14863514943780845,0.0718976700035476,0.1425051617747457,0.1411635559580369,0.1355558869706738,-0.05858378615968504,0.15800905283425715,0.23347073741554436,-0.07345035807598199,0.062294291743772684,0.07353532845335993,0.31485150062594813,0.037150264257567005,-0.024532366677639347,-0.11889233339099906,-0.014083729090470449,0.017466955551165467,-0.38869384370255533,0.5441747791607635,0.3093037332626156,0.09603466578549864,0.6592152483427232,0.14141540250259685,0.11297348790460168,0.09583209892569396,0.18194084242750197,0.10036606615297933,-0.04238513834084346
1975.0,0.10901317592380419,0.02699965014153179,0.1707039204183265,-0.17480248908458956,-0.16335493027526532,0.014430886899425855,0.323889129345563,-0.02534180760433707,-0.04196107567280152,0.21248445645488967,0.49819063690781573,-0.014106442762906332,0.3576877581767209,-0.00321022108805918,0.11926117457147432,0.0814134761868364,0.1425051617747457,0.1411635559580369,0.05515658727093693,-0.05858378615968499,0.13465005307717046,0.07468071062127912,0.22701135584835044,0.2186977589371348,0.04242835596176445,0.21605763309764353,-0.08163336114220147,-0.059904524641373455,-0.19924619940957058,0.10680098384314313,7.122682205189717e-05,-0.4259041954986974,0.19164071719520856,0.0419325451589786,0.13675822004162957,0.514152179459835,0.13581001409144344,0.05673569132323739,0.22489424369977412,0.06300373697974176,0.2502960263975051,-0.05338686299973115
1976.0,0.18578360633176988,0.11050628466555268,0.21168472696799412,-0.07279557073767079,-0.11800611325395473,0.18922767739448046,0.4902083157831029,0.12987264439909474,-0.09572835502530973,0.2142355218743764,0.5852604888642534,0.08969247007209814,0.28320856571545433,-0.0032102210880591794,0.09672074096641552,0.047387637284954764,0.1425051617747457,0.1411635559580369,0.08329565936846711,-0.008014524604245662,0.12732098603377953,0.20044061452561152,-0.139914060404735,0.10547691158927554,0.04242835596176461,0.21605763309764361,-0.0816333611422014,-0.0599045246413735,-0.13462448752038206,0.06450109172538929,-0.005246656167993837,-0.42002174352296706,0.3261547025600069,0.20492976981770078,0.18818152378409087,0.5234271614640605,0.11984298644486856,0.09279250018593369,0.07116275554939694,0.06300373697974176,0.16155405083707466,-0.09330804710868673
1977.0,0.36496607399980246,0.5710581463211448,0.21941730585485378,-0.0848273884914424,0.18442547962423875,0.4740227060532748,0.5543325109661015,0.21445961003127706,0.015668556743948535,0.4826487411086626,0.5643823783776872,0.05971484957089282,0.29973950689088263,-0.00321022108805918,0.116025553772311,0.053328422047584666,0.1425051617747457,0.1411635559580369,0.10537730520172776,-0.08326533587872363,0.06081904519831457,0.20044061452561146,-0.1399140604047351,0.10547691158927565,0.03562894345122349,0.1741751749656547,0.10621330801149437,0.01923279187785136,-0.05333294576834661,0.031939279795868504,-0.0073267336872411505,-0.42414939082372466,0.5783255626796766,0.34190206934738665,0.6184719454226517,0.5204219091569142,0.1269690906844841,0.04847225840244397,0.07116275554939704,0.1451200949946443,0.0674629477620854,-0.10276930315045871
1978.0,0.016271444754972313,0.09552895390676937,0.05532819095635986,-0.25894649766331695,-0.006597329903863441,0.1852103924454184,0.32448356082984076,2.659187943022115e-05,-0.19071160309591056,0.28734857211646403,0.39419527171147106,-0.08324612105044941,0.11735045271273205,-0.00321022108805918,0.07988199270358617,-0.010272649103686332,0.1425051617747457,0.1411635559580369,0.13537036556988494,-0.08326533587872344,0.0792444604502686,0.06068461366045182,0.2907811085235956,0.267522277962212,-0.015495753147021219,0.1743503401939655,0.057995111730918994,-0.06401410401897081,-0.02718006857816475,0.05503841072128813,-0.007326733687241366,-0.35198925500700906,0.14142639030049947,0.03350251888369712,0.220582727475979,0.30937072767017654,0.09881405713408166,0.07303329510134376,0.2675214993130591,0.07527229057820918,0.06930482279864754,-0.09824799951479024
1980.0,0.09565602287270182,-0.08593710772317255,0.21465022462925618,-0.35706876201775933,0.1503458151049067,0.2771715226527844,0.2371051761111145,-0.15855558692986313,0.057404301047702534,-0.037726157341071646,0.47429223671195825,0.06624486374253948,0.22375752943677163,-0.0032102210880591803,0.12666877696845263,0.05829709646106346,0.1425051617747457,0.1411635559580369,0.06786551973662351,-0.023911979023517008,0.1438390305938145,0.2307619260071385,-0.006334640904475216,0.14483953044844566,-0.015495753147021209,0.17435034019396545,0.05799511173091906,-0.06401410401897077,-0.009272670218917757,-0.07209793215213381,0.013647047752355096,-0.322559963281266,0.16825547844575076,0.019399636546932567,-0.07328459110717023,0.4207984978502235,0.13137587921236038,0.08279937989402389,0.1592696902564281,0.0752722905782092,-0.015980371785384414,-0.11114469953652054
1982.0,0.1930735514663007,0.1532158516390578,0.07034153983118287,-0.29605351165875743,0.006575473764871556,0.2724916175317227,0.1038827956858725,0.055326318848043565,0.051613202908793704,0.2391453555549398,0.35305672340798105,-0.09914343173339259,0.26481768640958164,-0.00321022108805918,0.1247700637720508,0.12069374232368967,0.1425051617747457,0.1411635559580369,-0.004882384690261286,-0.10762476339239628,0.029489998659209236,0.2307619260071385,-0.006334640904475341,0.1448395304484454,-0.017062023194838252,0.17178511736552976,0.04064993619735221,0.03727296604741708,-0.14772634510425073,-0.0814897945553048,-0.038067963153697704,-0.36135014339777305,0.20390096674098626,-0.021517119601161153,0.22809518762353986,0.37103437917167753,0.1484527011529203,-0.03903394312662098,0.1592696902564274,0.10463244303743556,0.07148245357576978,-0.10177923424972579
1983.0,0.059523712981928184,0.017520352107865525,0.22564148235276593,-0.2673976220223421,0.09221702370001339,0.15617016354915197,0.06765781841909997,-0.009170136676626936,-0.2851467656550962,0.18211650993044015,0.20268214145747185,0.06201268145718977,0.14708846369496983,-0.003210221088059282,0.14420513609268967,0.07767572598942649,0.1425051617747457,0.1411635559580369,0.03223253042421294,-0.10762476339239611,-0.007788981910358529,0.006737222069365615,0.22852002727960158,0.1317329783512788,-0.08059011450653174,0.10327785384230907,0.0797214383458613,0.03597432898046062,-0.0643993666316391,0.028045479142532883,-0.038067963153697475,-0.2254920663802495,0.09633486542429034,0.029985159858046905,0.11381863089674249,0.21009825056804127,0.14179591606942474,-0.03079774107966246,0.1588269629749173,0.06320284880171041,0.07712925576543138,-0.06005371194415021
